129|873|-5|883245452
254|229|3|886474580
64|381|3|879365491
151|176|-3|879524293
45|25|3|881014015
193|879|1|889123257
276|922|3|889174849
276|57|1|874787526
234|187|3|892079140
181|306|-5|878962006
21|370|-5|874951293
293|249|1|888905229
264|721|5|886123656
10|611|5|877886722
197|346|1|891409070
276|142|1|874792945
308|427|3|887736584
221|943|3|875246759
131|126|3|883681514
268|824|-3|876518557
109|8|1|880572642
198|58|1|884208173
230|680|3|880484286
181|741|-5|878962918
192|1061|3|881368891
234|448|1|892335501
90|900|3|891382309
193|941|3|889124890
128|603|5|879966839
126|905|-3|887855283
244|265|3|880606634
90|289|1|891382310
157|25|1|886890787
305|71|1|886323684
119|382|5|874781742
21|222|-3|874951382
231|181|3|888605273
280|508|1|891700453
288|132|1|886374129
279|1497|-3|890780576
301|33|3|882078228
72|699|1|880036783
90|259|-3|891382392
308|55|1|887738760
59|742|1|888203053
94|744|3|891721462
130|642|3|875216933
26|1015|1|891352136
56|121|5|892679480
82|508|-3|884714249
62|12|3|879373613
276|40|1|874791871
181|1015|-5|878963121
152|301|1|880147407
178|845|3|882824291
217|597|3|889070087
79|303|3|891271203
138|484|3|879024127
308|81|5|887737293
75|284|-3|884050393
269|198|3|891447062
307|94|1|877122695
222|781|1|881059677
121|740|1|891390544
269|22|-5|891448072
13|864|3|882141924
230|742|5|880485043
269|507|3|891448800
239|1099|5|889179253
245|1028|5|888513447
56|546|1|892679460
295|961|5|879519556
271|1028|-3|885848102
222|812|-3|881059117
69|240|1|882126156
10|7|3|877892210
22|376|1|878887112
294|931|1|889242857
82|717|-5|884714492
279|399|3|875313859
269|234|-5|891449406
6|98|5|883600680
243|1039|3|879988184
298|181|3|884125629
282|325|-5|881703044
78|323|-5|879633567
118|200|5|875384647
283|1114|5|879297545
171|292|3|891034835
70|217|3|884151119
10|100|5|877891747
245|181|3|888513664
107|333|1|891264267
246|561|-5|884923445
13|901|-5|883670672
276|70|3|874790826
244|17|-3|880607205
189|56|5|893265263
226|242|5|883888671
62|1016|3|879373008
276|417|3|874792907
214|478|3|891544052
306|235|3|876504354
222|26|1|878183043
280|631|5|891700751
60|430|5|883326122
56|71|3|892683275
42|274|5|881105817
1|202|5|875072442
13|809|3|882397582
173|289|3|877556988
15|749|-5|879455311
185|23|3|883524249
280|540|1|891702304
244|381|3|880604077
150|293|3|878746946
7|497|3|891352134
178|317|3|882826915
178|742|1|882823833
95|1217|1|880572658
234|1462|1|892333865
97|222|5|884238887
109|127|-3|880563471
117|268|5|880124306
269|705|-3|891448850
130|1246|1|876252497
264|655|3|886123530
207|13|1|875506839
42|588|5|881108147
246|409|-3|884923372
87|367|3|879876702
101|304|1|877135677
256|127|3|882164406
92|794|1|875654798
181|762|-3|878963418
213|235|-5|878955115
92|739|-3|876175582
292|661|5|881105561
246|665|3|884922831
274|845|5|878945579
188|692|5|875072583
18|86|3|880129731
5|439|-5|878844423
236|632|1|890116254
193|407|3|889127921
144|709|3|888105940
90|1198|5|891383866
48|609|3|879434819
5|225|-3|875635723
22|128|5|878887983
311|432|3|884365485
8|22|5|879362183
276|188|3|874792547
222|173|5|878183043
72|866|3|880035887
299|134|3|878192311
1|171|5|889751711
308|295|1|887741461
165|216|3|879525778
222|49|1|878183512
181|121|3|878962623
200|11|5|884129542
234|626|3|892336358
244|707|3|880606243
90|25|5|891384789
208|216|5|883108324
263|96|3|891298336
134|323|3|891732335
279|586|3|892864663
2|292|3|888550774
288|593|-3|886892127
49|302|3|888065432
286|153|5|877531406
205|304|1|888284313
22|80|3|878887227
234|318|3|892078890
223|328|1|891548959
15|25|1|879456204
268|147|3|876514002
94|1220|1|891722678
274|405|3|878945840
7|492|5|891352010
268|217|-3|875744501
16|55|5|877717956
164|620|1|889402298
290|161|3|880474293
92|515|3|875640800
239|1070|5|889179032
56|449|5|892679308
248|234|3|884534968
234|10|1|891227851
280|1049|-3|891702486
308|187|5|887738760
276|64|5|874787441
192|948|1|881368302
122|509|3|879270511
85|588|1|880838306
262|931|-3|879790874
201|272|1|886013700
181|870|-3|878962623
295|739|3|879518319
263|568|3|891299387
295|39|3|879518279
201|1100|3|884112800
93|820|1|888705966
159|1028|5|880557539
158|665|-3|880134532
293|423|1|888906070
82|597|1|878768882
276|181|5|874786488
13|823|5|882397833
217|2|1|889069782
83|660|3|880308256
189|20|5|893264466
222|796|3|878183684
146|1022|5|891458193
267|121|1|878970681
126|294|1|887855087
181|1060|-5|878962675
125|80|3|892838865
43|120|3|884029430
13|780|-5|882142057
253|259|-3|891628883
42|44|1|881108548
77|518|3|884753202
291|686|5|874835165
268|21|1|875742822
262|28|1|879792220
234|81|1|892334680
29|245|1|882820803
236|57|5|890116575
158|729|1|880133116
156|661|3|888185947
232|52|5|888550130
168|866|5|884287927
37|288|3|880915258
141|245|1|884584426
235|230|3|889655162
102|70|1|888803537
77|172|1|884752562
90|506|5|891383319
186|566|5|879023663
44|660|5|878347915
118|774|5|875385198
7|661|5|891351624
49|1003|-3|888068651
62|68|-5|879374969
42|1028|3|881106072
178|433|3|882827834
85|51|-3|879454782
77|474|5|884732407
58|1099|-3|892243079
56|1047|3|892911290
197|688|-5|891409564
286|99|3|878141681
90|258|1|891382121
181|1288|-5|878962349
295|190|3|879517062
224|69|3|888082495
272|317|3|879454977
221|1010|1|875246662
66|877|-5|883601089
207|318|5|877124871
234|487|1|892079237
7|648|5|891351653
87|82|5|879875774
195|1052|-5|877835102
44|449|5|883613334
306|287|3|876504442
194|172|1|879521474
94|62|1|891722933
167|659|3|892738277
108|100|3|879879720
230|304|5|880484286
181|927|-5|878962675
54|302|3|880928519
90|22|3|891384357
181|696|-3|878962997
286|357|3|877531537
14|269|3|892242403
311|179|-3|884365357
92|121|5|875640679
21|440|-5|874951798
244|550|-5|880602264
181|405|3|878962919
65|806|3|879216529
37|540|-3|880916070
44|443|5|878348289
244|183|3|880606043
1|265|3|878542441
270|25|5|876954456
299|387|-3|889502756
94|572|1|891723883
286|746|3|877533058
239|272|5|889181247
216|55|5|880245145
254|121|1|886472369
62|665|-3|879376483
178|385|3|882826982
194|23|3|879522819
268|955|1|875745160
188|143|5|875072674
276|294|3|874786366
158|1098|3|880135069
207|845|1|881681663
161|48|-5|891170745
305|654|3|886323937
47|324|1|879439078
64|736|3|889739212
191|751|1|891560753
7|378|5|891353011
59|92|5|888204997
69|268|5|882027109
10|461|1|877888944
21|129|3|874951382
58|9|3|884304328
194|152|1|879549996
7|200|5|891353543
113|126|5|875076827
173|328|5|877557028
95|233|3|879196354
16|194|5|877720733
59|323|3|888206809
311|654|1|884365075
292|589|3|881105516
43|203|3|883955224
79|50|3|891271545
235|70|5|889655619
125|190|5|892836309
284|322|1|885329671
303|161|5|879468547
254|378|1|886474396
255|1034|-5|883217030
104|301|-3|888442275
90|923|5|891383912
6|463|3|883601713
279|122|-5|875297433
286|298|3|875807004
222|448|1|878183565
297|57|5|875239383
42|625|1|881108873
130|1217|3|875801778
254|357|1|886472466
109|475|-5|880563641
230|1444|-3|880485726
244|310|1|880601905
6|301|-3|883600406
36|748|3|882157285
256|443|1|882164727
102|515|-5|888801316
104|285|3|888465201
21|447|5|874951695
111|301|3|891680028
18|408|5|880129628
25|222|3|885852817
110|944|1|886989501
270|98|5|876955868
68|237|5|876974133
83|215|3|880307940
6|258|-3|883268278
89|216|5|879459859
128|317|3|879968029
305|512|3|886323525
184|412|-3|889912691
286|175|5|877532470
279|1428|1|888465209
256|86|5|882165103
221|48|5|875245462
140|332|1|879013617
190|977|-3|891042938
11|227|1|891905896
201|203|5|884114471
150|181|5|878746685
126|245|1|887854726
20|208|-3|879669401
144|742|3|888104122
181|930|-5|878963275
109|566|3|880578814
85|1065|1|879455021
213|133|1|878955973
222|379|-5|878184290
223|11|1|891550649
215|421|3|891435704
218|208|1|877488366
174|937|5|886432989
275|186|1|880314383
68|742|-5|876974198
268|583|3|876513830
160|462|3|876858346
195|273|3|878019342
224|178|3|888082468
5|110|-5|875636493
99|1016|5|885678724
2|251|5|888552084
292|9|3|881104148
72|568|3|880037203
85|228|1|882813248
83|281|5|880307072
92|831|-3|886443708
7|543|1|891351772
87|401|-3|879876813
287|926|3|875334340
1|155|-3|878542201
234|632|-3|892079538
222|53|5|878184113
24|64|5|875322758
7|554|1|891354639
82|56|1|878769410
161|318|1|891170824
196|393|3|881251863
56|91|3|892683275
82|477|1|876311344
7|472|-3|891353357
256|761|3|882164644
226|56|3|883889102
279|741|5|875296891
308|1286|1|887738151
16|8|5|877722736
180|202|1|877128388
203|93|3|880434940
145|56|5|875271896
288|305|3|886372527
84|742|1|883450643
44|644|1|878347818
17|13|1|885272654
313|117|3|891015319
148|1|3|877019411
197|347|3|891409070
21|164|5|874951695
279|982|1|875298314
239|491|5|889181015
185|287|5|883526288
297|89|3|875239125
303|68|3|879467361
186|250|-5|879023607
73|206|1|888625754
104|756|-3|888465739
94|216|1|885870665
239|194|5|889178833
197|511|5|891409839
280|1|3|891700426
1|117|1|874965739
224|583|-5|888103729
303|397|-5|879543831
60|162|3|883327734
198|258|3|884204501
239|513|5|889178887
6|69|1|883601277
233|375|3|876374419
85|642|3|882995615
110|38|1|886988574
184|522|1|889908462
99|873|-5|885678436
13|418|-3|882398763
201|518|3|884112201
13|858|-5|882397068
214|131|1|891544465
296|228|3|884197264
222|87|1|878182589
279|725|3|875314144
217|182|-3|889070109
85|433|1|879828720
239|234|1|889178762
13|72|3|882141727
194|77|1|879527421
208|663|5|883108476
109|178|1|880572950
230|172|3|880484523
59|485|-3|888204466
